"Comment","User","ReplyCount","LikeCount","PublishTime","CommentId","ParentID","ReplyToAnotherUser","VideoID","sentimentQDAP.WordCount","sentimentQDAP.SentimentGI","sentimentQDAP.NegativityGI","sentimentQDAP.PositivityGI","sentimentQDAP.SentimentHE","sentimentQDAP.NegativityHE","sentimentQDAP.PositivityHE","sentimentQDAP.SentimentLM","sentimentQDAP.NegativityLM","sentimentQDAP.PositivityLM","sentimentQDAP.RatioUncertaintyLM","sentimentQDAP.SentimentQDAP","sentimentQDAP.NegativityQDAP","sentimentQDAP.PositivityQDAP","Sentiment.WordCount","Sentiment.SentimentGI","Sentiment.NegativityGI","Sentiment.PositivityGI","Sentiment.SentimentHE","Sentiment.NegativityHE","Sentiment.PositivityHE","Sentiment.SentimentLM","Sentiment.NegativityLM","Sentiment.PositivityLM","Sentiment.RatioUncertaintyLM","Sentiment.SentimentQDAP","Sentiment.NegativityQDAP","Sentiment.PositivityQDAP"
"awesome!","goldfingerhardcore","0","0","2018-01-31T19:59:52Z","UgxyOLgtz5LjmV39YVh4AaABAg","None","FALSE","L1OZoY93qhk",  1.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  1.000000000,  0.000000000,  1.000000000,  1,neutral,0.00000000,0.00000000,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,positive,0.00000000,1.00000000
"so i guess you haven't had time to do the other giveaways since your subscribers spiked from 1,000 to 10,000 in the past 3 weeks? lol you said you would be ""pretty stoked"" if you got 10,000 subs this year but its only been 3 weeks.","Nathan Clarke","0","0","2018-01-31T18:47:21Z","UgzFAVkDJ5ndsq9YOAx4AaABAg","None","FALSE","L1OZoY93qhk", 17.000000000,  0.117647059,  0.000000000,  0.117647059,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.117647059,  0.000000000,  0.117647059, 17,positive,0.00000000,0.11764706,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,positive,0.00000000,0.11764706
"how does one move to the us of a, and get a visa there ect. ?","its me! fant","1","0","2018-01-31T15:10:49Z","UgzfJ2yVL9Yn-1zLdoV4AaABAg","None","FALSE","L1OZoY93qhk",  5.000000000, -0.200000000,  0.200000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  5,negative,0.20000000,0.00000000,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,neutral,0.00000000,0.00000000
"hey i bump into your youtube station here at the last hour on my birth day in 2018, so excited to know that we are actually from same school! really enjoyed the content of your video and every piece of honest suggestion. keep up with those and looking forward to more videos!","Helen You","0","0","2018-01-31T04:41:54Z","UgxGva3_-Yxc09bYA2l4AaABAg","None","FALSE","L1OZoY93qhk", 24.000000000,  0.250000000,  0.041666667,  0.291666667,  0.041666667,  0.000000000,  0.041666667,  0.000000000,  0.083333333,  0.083333333,  0.041666667,  0.083333333,  0.083333333,  0.166666667, 24,positive,0.04166667,0.29166667,positive,0.000000000,0.041666667,neutral,0.08333333,0.083333333,0.041666667,positive,0.08333333,0.16666667
"i really like your content, especially the startup vids, u got good humor man ^^ keep it up!","heavyrazor95","0","0","2018-01-31T00:51:05Z","UgwjjuisBwAsSX7MU1d4AaABAg","None","FALSE","L1OZoY93qhk", 11.000000000,  0.454545455,  0.000000000,  0.454545455,  0.090909091,  0.000000000,  0.090909091,  0.000000000,  0.090909091,  0.090909091,  0.000000000,  0.272727273,  0.090909091,  0.363636364, 11,positive,0.00000000,0.45454545,positive,0.000000000,0.090909091,neutral,0.09090909,0.090909091,0.000000000,positive,0.09090909,0.36363636
"love your work, keep up the great work man","Upper Realm","0","0","2018-01-30T05:44:36Z","UgwV57aXckEa_czgmvt4AaABAg","None","FALSE","L1OZoY93qhk",  6.000000000,  0.500000000,  0.000000000,  0.500000000,  0.000000000,  0.000000000,  0.000000000,  0.166666667,  0.000000000,  0.166666667,  0.000000000,  0.666666667,  0.000000000,  0.666666667,  6,positive,0.00000000,0.50000000,neutral,0.000000000,0.000000000,positive,0.00000000,0.166666667,0.000000000,positive,0.00000000,0.66666667
"you should make a video about silicon valley life and how you adjusted to a different environment! i already appreciate your channel and allowing us to be closer to these kinds of things & making it more accessible to the rest of us!","Esmeralda Serna","0","0","2018-01-29T18:16:15Z","UgwD0iS9N6WF9-okIgN4AaABAg","None","FALSE","L1OZoY93qhk", 18.000000000,  0.277777778,  0.166666667,  0.444444444,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.055555556,  0.277777778,  0.000000000,  0.277777778, 18,positive,0.16666667,0.44444444,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.055555556,positive,0.00000000,0.27777778
"can you talk about your study habits in uw? considering your gpa was pretty high!","Sara S","0","0","2018-01-29T09:32:53Z","Ugxqu9Z72olxay0HwRZ4AaABAg","None","FALSE","L1OZoY93qhk",  8.000000000,  0.125000000,  0.125000000,  0.250000000,  0.125000000,  0.000000000,  0.125000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.125000000,  0.000000000,  0.125000000,  8,positive,0.12500000,0.25000000,positive,0.000000000,0.125000000,neutral,0.00000000,0.000000000,0.000000000,positive,0.00000000,0.12500000
"when will you announce the winner for the giveaway?","William Lee","0","0","2018-01-29T03:17:38Z","Ugwycof7uylerY0zxJh4AaABAg","None","FALSE","L1OZoY93qhk",  4.000000000,  0.250000000,  0.000000000,  0.250000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.250000000,  0.250000000,  0.000000000,  0.500000000,  0.000000000,  0.500000000,  4,positive,0.00000000,0.25000000,neutral,0.000000000,0.000000000,neutral,0.25000000,0.250000000,0.000000000,positive,0.00000000,0.50000000
"hey, i find your vlog is great and i would like to ask you about step to get into python and data analysis, please give me some easy resources to start with, next step is create a stock watch app like yours (i saw it in your resume lol)","Anh Bui","1","0","2018-01-27T13:28:21Z","UgyI-iWol_8fSVd3B0R4AaABAg","None","FALSE","L1OZoY93qhk", 26.000000000,  0.269230769,  0.038461538,  0.307692308,  0.038461538,  0.000000000,  0.038461538,  0.115384615,  0.000000000,  0.115384615,  0.000000000,  0.230769231,  0.000000000,  0.230769231, 26,positive,0.03846154,0.30769231,positive,0.000000000,0.038461538,positive,0.00000000,0.115384615,0.000000000,positive,0.00000000,0.23076923
"i'm a mechatronics engineering student. although my course focusses on mechanical and electronics, programming is still a major part and a priority subject. do you think that after i graduated, i can apply as a software engineer if i developed an interest towards programming (coding etc.). and do you think my degree certificate would be suitable and acceptable for me to apply for any software engineering jobs?","Iqa Bashid","0","0","2018-01-22T01:20:22Z","UgyVbdubY4nFvgVcE_Z4AaABAg","None","FALSE","L1OZoY93qhk", 35.000000000,  0.114285714,  0.028571429,  0.142857143,  0.000000000,  0.000000000,  0.000000000, -0.028571429,  0.028571429,  0.000000000,  0.000000000,  0.028571429,  0.028571429,  0.057142857, 35,positive,0.02857143,0.14285714,neutral,0.000000000,0.000000000,negative,0.02857143,0.000000000,0.000000000,positive,0.02857143,0.05714286
"fam thank you so much for being a cool tech channel. not many out there. also, did you regularly visit r/cscareerquestions when searching for internships? if not, what resources did you use?","Pahul Panesar","0","0","2018-01-19T02:32:11Z","Ugz4zl18Cx347O0Q6_p4AaABAg","None","FALSE","L1OZoY93qhk", 15.000000000,  0.133333333,  0.066666667,  0.200000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.266666667,  0.000000000,  0.266666667, 15,positive,0.06666667,0.20000000,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,positive,0.00000000,0.26666667
"this channel is straight fire","A L","0","0","2018-01-18T07:04:11Z","Ugx8bQ7fsfu5be0hP3p4AaABAg","None","FALSE","L1OZoY93qhk",  3.000000000,  0.000000000,  0.333333333,  0.333333333,  0.000000000,  0.000000000,  0.000000000, -0.333333333,  0.333333333,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  3,neutral,0.33333333,0.33333333,neutral,0.000000000,0.000000000,negative,0.33333333,0.000000000,0.000000000,neutral,0.00000000,0.00000000
"i love the way you talk and your awesome personality smiley ","Jenn Hwang","0","2","2018-01-17T09:26:46Z","UgxfamOvXdHdwTYtotx4AaABAg","None","FALSE","L1OZoY93qhk",  6.000000000,  0.166666667,  0.000000000,  0.166666667,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.500000000,  0.000000000,  0.500000000,  6,positive,0.00000000,0.16666667,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,positive,0.00000000,0.50000000
"hi, i always enjoy watching your videos since i just moved to the bay area and have a strong interest in tech. can you interview more people especially those who are not software engineers like marketers or pms.","Kenta Nagamine","0","0","2018-01-16T07:36:01Z","UgyHSYJWbCj_yStK2v54AaABAg","None","FALSE","L1OZoY93qhk", 21.000000000,  0.190476190,  0.000000000,  0.190476190,  0.095238095,  0.000000000,  0.095238095,  0.095238095,  0.000000000,  0.095238095,  0.000000000,  0.238095238,  0.000000000,  0.238095238, 21,positive,0.00000000,0.19047619,positive,0.000000000,0.095238095,positive,0.00000000,0.095238095,0.000000000,positive,0.00000000,0.23809524
"lol u hit 2500 already","Hekxcz","0","0","2018-01-16T03:46:11Z","Ugw12lmcvwx7enCNWIN4AaABAg","None","FALSE","L1OZoY93qhk",  3.000000000,  0.000000000,  0.333333333,  0.333333333,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  3,neutral,0.33333333,0.33333333,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,neutral,0.00000000,0.00000000
"its international because i am in dubai","murtaza rasheed","0","0","2018-01-14T16:32:34Z","Ugx1DAD5I2S6_S8wz9x4AaABAg","None","FALSE","L1OZoY93qhk",  2.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  2,neutral,0.00000000,0.00000000,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,neutral,0.00000000,0.00000000
"great","Avi A.","0","0","2018-01-13T11:05:01Z","Ugz_SYJKHVsBMAfhE4p4AaABAg","None","FALSE","L1OZoY93qhk",  1.000000000,  1.000000000,  0.000000000,  1.000000000,  0.000000000,  0.000000000,  0.000000000,  1.000000000,  0.000000000,  1.000000000,  0.000000000,  1.000000000,  0.000000000,  1.000000000,  1,positive,0.00000000,1.00000000,neutral,0.000000000,0.000000000,positive,0.00000000,1.000000000,0.000000000,positive,0.00000000,1.00000000
"what is your opinion on bootcamps? as well, what are your thoughts for completing school late in cs (maybe longer due to internships) ? (3 years after everyone else gets their bachelors)","Flinze","0","0","2018-01-13T09:52:35Z","UgyAj1Bl_QTxuiWU_Sp4AaABAg","None","FALSE","L1OZoY93qhk", 16.000000000,  0.062500000,  0.125000000,  0.187500000,  0.000000000,  0.000000000,  0.000000000, -0.062500000,  0.062500000,  0.000000000,  0.062500000,  0.062500000,  0.062500000,  0.125000000, 16,positive,0.12500000,0.18750000,neutral,0.000000000,0.000000000,negative,0.06250000,0.000000000,0.062500000,positive,0.06250000,0.12500000
"thanks from algeria for all information you give to us the question is what is the best language programming to work i use java from a long time and now i use python more then it in basics language and thnks for all info wink ","lamine Pacificatory","0","0","2018-01-12T23:02:04Z","Ugw9h2BStRRDk9OY5FB4AaABAg","None","FALSE","L1OZoY93qhk", 21.000000000,  0.285714286,  0.047619048,  0.333333333,  0.047619048,  0.000000000,  0.047619048,  0.047619048,  0.047619048,  0.095238095,  0.000000000,  0.190476190,  0.095238095,  0.285714286, 21,positive,0.04761905,0.33333333,positive,0.000000000,0.047619048,positive,0.04761905,0.095238095,0.000000000,positive,0.09523810,0.28571429
"hey man! congrats for your cool channel! i live in brasil and i have started follow you.","Siriaco Pereira","0","0","2018-01-12T10:46:03Z","Ugz_hqHF2eEMFYaV6Z14AaABAg","None","FALSE","L1OZoY93qhk",  9.000000000,  0.111111111,  0.111111111,  0.222222222,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.222222222,  0.000000000,  0.222222222,  9,positive,0.11111111,0.22222222,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,positive,0.00000000,0.22222222
"are you from hong kong? laughing ","Edwelric","0","0","2018-01-10T20:59:42Z","Ugzjl2Hv2aFnfoeXmlp4AaABAg","None","FALSE","L1OZoY93qhk",  3.000000000,  0.000000000,  0.333333333,  0.333333333,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  3,neutral,0.33333333,0.33333333,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,neutral,0.00000000,0.00000000
"your videos provide so much detail information about internships. i absolutely love it. question: how do you compare the work at tech companies and quant finace companies (citadel, two sigma). also, for the joma show, can you interview your brother about his career in quant finace? thanks! keep up the good work bro!","Du","1","0","2018-01-10T19:05:09Z","UgxIEgyeQPE3UDZ9a2N4AaABAg","None","FALSE","L1OZoY93qhk", 33.000000000,  0.181818182,  0.060606061,  0.242424242,  0.030303030,  0.000000000,  0.030303030,  0.030303030,  0.030303030,  0.060606061,  0.000000000,  0.181818182,  0.030303030,  0.212121212, 33,positive,0.06060606,0.24242424,positive,0.000000000,0.030303030,positive,0.03030303,0.060606061,0.000000000,positive,0.03030303,0.21212121
"hey man, your startup videos were fire. please do more in the future. best regards wink ","John Tomsa","0","1","2018-01-10T15:12:52Z","UgzLxfjze4rniew9upl4AaABAg","None","FALSE","L1OZoY93qhk", 10.000000000,  0.300000000,  0.100000000,  0.400000000,  0.200000000,  0.000000000,  0.200000000,  0.100000000,  0.100000000,  0.200000000,  0.000000000,  0.300000000,  0.000000000,  0.300000000, 10,positive,0.10000000,0.40000000,positive,0.000000000,0.200000000,positive,0.10000000,0.200000000,0.000000000,positive,0.00000000,0.30000000
"what is better airpods or airpods 2?","Joe Hooligan","0","0","2018-01-10T05:56:41Z","UgyPwaGFOIw667nrd_d4AaABAg","None","FALSE","L1OZoY93qhk",  3.000000000,  0.333333333,  0.000000000,  0.333333333,  0.333333333,  0.000000000,  0.333333333,  0.333333333,  0.000000000,  0.333333333,  0.000000000,  0.333333333,  0.000000000,  0.333333333,  3,positive,0.00000000,0.33333333,positive,0.000000000,0.333333333,positive,0.00000000,0.333333333,0.000000000,positive,0.00000000,0.33333333
"are you being facetious when you say you're a bitcoin millionaire or is that part of your previous video true?","Samuel Son","0","0","2018-01-10T00:30:36Z","Ugx3wH499tDOljd-bGx4AaABAg","None","FALSE","L1OZoY93qhk",  9.000000000,  0.111111111,  0.000000000,  0.111111111,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000, -0.111111111,  0.111111111,  0.000000000,  9,positive,0.00000000,0.11111111,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,negative,0.11111111,0.00000000
"tips to start a youtube channel. what gear do i actually need?","Nathan Lewis","0","0","2018-01-09T21:10:16Z","Ugx4bjuoGjxfbLP5gxZ4AaABAg","None","FALSE","L1OZoY93qhk",  7.000000000,  0.000000000,  0.142857143,  0.142857143,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  7,neutral,0.14285714,0.14285714,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,neutral,0.00000000,0.00000000
"who is your current favorite music artist?","Brandonfilm","0","0","2018-01-09T18:50:50Z","Ugz14-DCwso_ltDLBCF4AaABAg","None","FALSE","L1OZoY93qhk",  4.000000000,  0.250000000,  0.000000000,  0.250000000,  0.000000000,  0.000000000,  0.000000000,  0.250000000,  0.000000000,  0.250000000,  0.000000000,  0.250000000,  0.000000000,  0.250000000,  4,positive,0.00000000,0.25000000,neutral,0.000000000,0.000000000,positive,0.00000000,0.250000000,0.000000000,positive,0.00000000,0.25000000
"even if you have 1 million subs, please stay yourself. i really enjoy your videos. very genuine and enjoyable!","DOUBLE0SEVEN","0","0","2018-01-09T18:47:50Z","UgyZL28aWEFolSYdiVF4AaABAg","None","FALSE","L1OZoY93qhk", 10.000000000,  0.400000000,  0.100000000,  0.500000000,  0.300000000,  0.000000000,  0.300000000,  0.300000000,  0.000000000,  0.300000000,  0.000000000,  0.500000000,  0.000000000,  0.500000000, 10,positive,0.10000000,0.50000000,positive,0.000000000,0.300000000,positive,0.00000000,0.300000000,0.000000000,positive,0.00000000,0.50000000
"duude, this channel is fucking amazing. i've never seen channel this good, i'm serious. you really seem to know your shit and i liked how open and honest you were on your ""how i landed my first engineering internship"" video, you just don't seem to bullshit at all which is really rare. also, you're really funny and you might just be the dankest code freak in silicon valley 2018. you have my vote that's for sure, the rest is up to you. i believe in you. ps. if that co-founder position is still open, just let me know. i know scrum and the definition of the word ""disruptive"", so the sky won't be a limit.","Tuomas Peltonen","1","0","2018-01-09T16:03:44Z","UgzJoUZd2dOSgLM_MYF4AaABAg","None","FALSE","L1OZoY93qhk", 59.000000000,  0.220338983,  0.067796610,  0.288135593,  0.050847458,  0.000000000,  0.050847458, -0.067796610,  0.101694915,  0.033898305,  0.067796610,  0.067796610,  0.135593220,  0.203389831, 59,positive,0.06779661,0.28813559,positive,0.000000000,0.050847458,negative,0.10169492,0.033898305,0.067796610,positive,0.13559322,0.20338983
"joma, your content is great keep it up!","Emmanuel Eyob","0","2","2018-01-09T15:59:04Z","UgzDf6CULyU_TThlDth4AaABAg","None","FALSE","L1OZoY93qhk",  4.000000000,  0.500000000,  0.000000000,  0.500000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.250000000,  0.250000000,  0.000000000,  0.250000000,  0.250000000,  0.500000000,  4,positive,0.00000000,0.50000000,neutral,0.000000000,0.000000000,neutral,0.25000000,0.250000000,0.000000000,positive,0.25000000,0.50000000
"que es lo mejor de ser un ios developer?","pineapple-Tec","0","0","2018-01-09T15:15:26Z","UgzYVecq23LPyOJw_r54AaABAg","None","FALSE","L1OZoY93qhk",  4.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  4,neutral,0.00000000,0.00000000,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,neutral,0.00000000,0.00000000
"is software engineer an easy major?","Omar Santiago","0","0","2018-01-09T09:01:50Z","UgxfnK9TU2pt3iGryQF4AaABAg","None","FALSE","L1OZoY93qhk",  4.000000000,  0.500000000,  0.000000000,  0.500000000,  0.000000000,  0.000000000,  0.000000000,  0.250000000,  0.000000000,  0.250000000,  0.000000000,  0.250000000,  0.000000000,  0.250000000,  4,positive,0.00000000,0.50000000,neutral,0.000000000,0.000000000,positive,0.00000000,0.250000000,0.000000000,positive,0.00000000,0.25000000
"can you get a job at a big company in the usa as a german graduatet student in it-systems engineering?","Kevin Walter","0","0","2018-01-09T08:56:04Z","Ugz52Ii_UhCr5mbIAyd4AaABAg","None","FALSE","L1OZoY93qhk", 11.000000000,  0.000000000,  0.090909091,  0.090909091,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000, 11,neutral,0.09090909,0.09090909,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,neutral,0.00000000,0.00000000
"what are some important attributes you like to see in a fellow software engineer?","Simon Fong","0","0","2018-01-09T08:35:51Z","Ugyl9pUpAsl0Dwua50d4AaABAg","None","FALSE","L1OZoY93qhk",  7.000000000,  0.428571429,  0.000000000,  0.428571429,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.285714286,  0.000000000,  0.285714286,  7,positive,0.00000000,0.42857143,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,positive,0.00000000,0.28571429
"when applying for your first tech job, how do you know when you're ready? at what point do you just go for it and what advice do you have to be ready for a first tech job? what is it like working with other professional software engineers? do you have any pieces of advice such as things to avoid in the workplace as in asking ""dumb"" questions?","Cult of Baerelos","0","0","2018-01-09T08:19:23Z","UgznJfUy31snBHFMI2h4AaABAg","None","FALSE","L1OZoY93qhk", 27.000000000, -0.074074074,  0.185185185,  0.111111111,  0.000000000,  0.000000000,  0.000000000, -0.074074074,  0.074074074,  0.000000000,  0.000000000,  0.111111111,  0.074074074,  0.185185185, 27,negative,0.18518519,0.11111111,neutral,0.000000000,0.000000000,negative,0.07407407,0.000000000,0.000000000,positive,0.07407407,0.18518519
"how do you describe software engineering to dates without them getting immediately bored? help me","Nicholas says","0","0","2018-01-09T07:45:29Z","UgyuHBp3AusSs0bUU8N4AaABAg","None","FALSE","L1OZoY93qhk",  9.000000000, -0.222222222,  0.333333333,  0.111111111,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.111111111,  0.111111111,  9,negative,0.33333333,0.11111111,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,neutral,0.11111111,0.11111111
"congratulations! i love the content and the sense of humor you put in the videos my question is how hard is it for a foreign young professional work in silicon valley?","Mario Montenegro","0","0","2018-01-09T07:41:56Z","UgyQfDwCYBS-sYI0vh54AaABAg","None","FALSE","L1OZoY93qhk", 15.000000000,  0.133333333,  0.200000000,  0.333333333,  0.000000000,  0.000000000,  0.000000000, -0.133333333,  0.133333333,  0.000000000,  0.000000000,  0.133333333,  0.200000000,  0.333333333, 15,positive,0.20000000,0.33333333,neutral,0.000000000,0.000000000,negative,0.13333333,0.000000000,0.000000000,positive,0.20000000,0.33333333
"what is one thing about the tech industry/programming that annoys you? what is something you wish you could change about the industry? love your videos and keep it up!","Jessie Chen","0","2","2018-01-09T06:39:33Z","UgyphCBG1AH9j5FBFHd4AaABAg","None","FALSE","L1OZoY93qhk", 12.000000000,  0.083333333,  0.083333333,  0.166666667,  0.000000000,  0.000000000,  0.000000000, -0.083333333,  0.083333333,  0.000000000,  0.000000000,  0.083333333,  0.083333333,  0.166666667, 12,positive,0.08333333,0.16666667,neutral,0.000000000,0.000000000,negative,0.08333333,0.000000000,0.000000000,positive,0.08333333,0.16666667
"another great video joma, i can see you definetly hitting those 10k before the summer. anyways one question, are actually working right now lol? if so what tech do you work on your dayli life ?","MrBiscuit","0","0","2018-01-09T06:34:21Z","UgznxtQQyERm4V7Q-rt4AaABAg","None","FALSE","L1OZoY93qhk", 21.000000000,  0.095238095,  0.095238095,  0.190476190,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.047619048,  0.047619048,  0.000000000,  0.142857143,  0.047619048,  0.190476190, 21,positive,0.09523810,0.19047619,neutral,0.000000000,0.000000000,neutral,0.04761905,0.047619048,0.000000000,positive,0.04761905,0.19047619
"what would you say are programming languages an inspiring programmer should know?","sumuhash mannogaran","0","0","2018-01-09T06:22:17Z","UgyfMKFZp3k1VgHt6FB4AaABAg","None","FALSE","L1OZoY93qhk",  6.000000000,  0.333333333,  0.000000000,  0.333333333,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.166666667,  0.166666667,  0.000000000,  0.166666667,  0.000000000,  0.166666667,  6,positive,0.00000000,0.33333333,neutral,0.000000000,0.000000000,neutral,0.16666667,0.166666667,0.000000000,positive,0.00000000,0.16666667
"ayyyyyyyy! my boys a fucking rockstar dood!","Aaron Mendez","0","0","2018-01-09T06:20:07Z","Ugyq-4sRW3qsUl7A_rR4AaABAg","None","FALSE","L1OZoY93qhk",  5.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.200000000,  0.200000000,  5,neutral,0.00000000,0.00000000,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,neutral,0.20000000,0.20000000
"real question: do you actually intend to start a startup?","Bootstrapper","0","6","2018-01-09T06:17:23Z","UgxC7PXGB7h0NzRo4M54AaABAg","None","FALSE","L1OZoY93qhk",  6.000000000,  0.166666667,  0.166666667,  0.333333333,  0.000000000,  0.000000000,  0.000000000, -0.166666667,  0.166666667,  0.000000000,  0.000000000, -0.166666667,  0.166666667,  0.000000000,  6,positive,0.16666667,0.33333333,neutral,0.000000000,0.000000000,negative,0.16666667,0.000000000,0.000000000,negative,0.16666667,0.00000000
"dude, love your channel. i started coding 3 years ago with a philosophy degree. i started out fascinated with the silicon valley culture, despite never living there. i hope to make it down there at some point (i live in portland). even though i work at a fortune 100 (nike) as a software engineer, i still feel intimidated and like an impostor, i feel like i need to improve a lot more before i can move to the fabled silicon valley. it probably has to do with the fact that i never went to an ivy league school, or that i studied philosophy, or that i am from a poor family... not too sure, but i really love the message here, that you are all just normal people.","Bootstrapper","2","3","2018-01-09T06:16:57Z","UgyKDlaALu7fovSEMsZ4AaABAg","None","FALSE","L1OZoY93qhk", 62.000000000,  0.129032258,  0.112903226,  0.241935484,  0.016129032,  0.000000000,  0.016129032,  0.000000000,  0.032258065,  0.032258065,  0.016129032,  0.177419355,  0.032258065,  0.209677419, 62,positive,0.11290323,0.24193548,positive,0.000000000,0.016129032,neutral,0.03225806,0.032258065,0.016129032,positive,0.03225806,0.20967742
"what's your favorite part about your current job?","Levy S","0","0","2018-01-09T06:09:12Z","UgwnP6YBMUI1aH_ChDl4AaABAg","None","FALSE","L1OZoY93qhk",  5.000000000,  0.200000000,  0.000000000,  0.200000000,  0.000000000,  0.000000000,  0.000000000,  0.200000000,  0.000000000,  0.200000000,  0.000000000,  0.200000000,  0.000000000,  0.200000000,  5,positive,0.00000000,0.20000000,neutral,0.000000000,0.000000000,positive,0.00000000,0.200000000,0.000000000,positive,0.00000000,0.20000000
"""i'm unemployed"" ""oh, fuck"" lmao","Cherryberry","0","1","2018-01-09T05:48:37Z","UgxlAhZ-YnpcwqdTR6x4AaABAg","None","FALSE","L1OZoY93qhk",  3.000000000, -0.333333333,  0.333333333,  0.000000000,  0.000000000,  0.000000000,  0.000000000, -0.333333333,  0.333333333,  0.000000000,  0.000000000, -0.666666667,  0.666666667,  0.000000000,  3,negative,0.33333333,0.00000000,neutral,0.000000000,0.000000000,negative,0.33333333,0.000000000,0.000000000,negative,0.66666667,0.00000000
"watching kpop videos require you to cam","GN Game Studio","1","0","2022-06-12T19:25:23Z","Ugxu1T5uCnyDyJ2dieR4AaABAg","None","FALSE","le_NLSXWt1E",  5.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  5,neutral,0.00000000,0.00000000,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,neutral,0.00000000,0.00000000
"this isn't a meme video","Joseph Waldner","2","0","2021-10-10T18:43:03Z","UgwlOpJfr024I6UqFHZ4AaABAg","None","FALSE","le_NLSXWt1E",  3.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  3,neutral,0.00000000,0.00000000,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,neutral,0.00000000,0.00000000
